city,country,customer_id,customer_name,datetime,ecommerce_website_name,failure_reason,order_id,payment_txn_id,payment_txn_success,payment_type,price,product_category,product_id,product_name,qty
South Samanthaborough,UK,e5bb9692-280b-487f-8f85-bb7f9abc4fd7,Matthew Clayton,2023-11-26T22:12:10.696Z,BestBuy,"",aa983df7-7990-431e-888c-7e9c89292157,f3ad2d13-521b-4d8f-8bd6-8cd5ff7b5691,Y,Wallet,926.83,Electronics,7733d70e-25e0-4197-b3e6-fe5389486ab3,school,2
Davisland,India,30b4feb9-7c41-40db-af7e-cbe4028549c7,Matthew Munoz,2024-03-05T16:27:47.790Z,BestBuy,"",31b4962f-a6c9-4044-8687-f67eebaee72c,2d2e9d5b-391a-40c1-89d1-bece82c03232,Y,Card,542.36,Home,3f23ed17-bf54-40b8-8928-e8de3f4b3bc5,morning,8
West Tiffanybury,Canada,e5995cc1-07a0-4e42-bf1a-2d0110b935d9,Eric Huff,2024-07-28T09:36:41.240Z,Amazon,Card Expired,5e7c9c89-667a-468a-b93e-0d017106aa37,417cb5e7-b70c-441a-bc46-a6161b994628,N,Wallet,834.43,Sports,bbf9b94b-597e-4485-9fb5-671031b0398a,fact,9
Lisaland,India,b04a7a7d-ef1f-46b0-9eb9-37c9c0f3a997,James Sharp,2024-06-12T14:16:37.927Z,eBay,Card Expired,c2fda8fc-2ace-4dd1-bec5-a4ec45a73bc9,b6674fd3-814e-4ef3-aec4-efc6c3a41bd4,N,UPI,833.87,Beauty,042ffc6f-e80d-487a-8b92-76bb56ea94de,character,4
Cindytown,UK,45985ea0-bf92-4e47-9239-73a26a95d026,Stephen Wolfe,2023-11-18T10:33:39.360Z,eBay,"",27d6bedf-2c2c-471b-988c-134aee1cebe5,42659503-816f-485d-98a5-8be7b86d7769,Y,UPI,347.56,Sports,9f9fd1f7-f9e1-405e-a758-c266c9c9202d,baby,10
Gomezbury,USA,4ec88df5-b3ef-4fa5-8e78-dc59f6d24328,Alexis Lawrence,2024-07-31T02:21:57.906Z,Flipkart,Card Expired,3ad5485d-abb1-48f4-a79a-3b4003b5867d,10c4c851-71ca-4ec5-b358-b4169cfb3e69,N,Wallet,241.35,Clothing,bf1b07ff-6954-42c8-82f2-77b83cf57e4b,candidate,1
Kristinaburgh,Australia,d35615b6-4130-4d10-8ccb-d6fa2f7935ff,Joshua Boone,2024-02-16T19:39:36.452Z,Amazon,Authentication Failed,ceef77b1-340d-4b69-965d-a694b0c3e81b,a3544dd3-2b81-4be3-987c-768193ac4710,N,Card,279.92,Beauty,df245e66-9eb4-48f1-b980-e8c4a6429f47,shake,6
Castilloland,UK,443614fd-c895-4b84-a3b4-4b3d4875efcf,Douglas Stephens,2023-12-12T02:26:50.427Z,BestBuy,Card Expired,33d01cd5-d9dc-40d7-a186-18cb0f2fca81,0b6141d1-1184-4afc-9d7c-2c39cd884a32,N,Card,449.35,Automobile,e9c146bf-91ef-47f1-86c8-0d735316212c,four,3
East Whitneyport,USA,0e200abb-ae33-412a-ae67-8ab2e5cb4296,Jennifer Monroe,2024-08-06T20:25:29.527Z,Amazon,Authentication Failed,7c6f187d-5ca5-409a-9d9c-dfe9ae30da23,7c986ee9-bbec-4a89-ada2-d7c0fa26e2bd,N,Wallet,897.01,Automobile,6b33a62d-8b48-4879-bd26-e7a7250e055c,he,7
Lake Donaldtown,UK,264c5d54-7ebf-4779-82d4-4fcd47cdb696,Jessica Nelson,2024-05-09T15:27:21.097Z,BestBuy,"",f69e1fe3-2c05-4757-b0ad-b2d0b838e772,5ed1279f-1808-4002-bb24-5bdb579b1cf4,N,Wallet,563.77,Home,2c428060-f6c7-44bd-9e3f-c74726a47ce3,bag,2
Lake Anna,Germany,c5ead8ab-80a3-4632-9369-edcf090953e5,Mrs. Dana Ponce,2024-08-01T01:30:27.279Z,eBay,"",1efc0142-24e9-4e04-bd95-d4763564bd8c,5b4a5338-bb4b-42fc-a9e1-1548e200741d,Y,UPI,225.99,Automobile,5bdebe0e-415b-45ee-88ab-93e48f21e037,away,10
Kochstad,UK,a2fe8f10-ea13-43c1-b5d5-e7800ce31feb,Carlos Johnson,2024-07-11T18:12:38.777Z,Amazon,Insufficient Funds,04987e59-051a-4b35-b958-df25960097b5,6c507996-ad5a-41e2-9c22-af44650ad01b,N,UPI,311.75,Sports,cd44eac8-c8bf-4240-8908-e0b933961f0c,market,6
Port Rebeccaborough,India,d80a9d9b-dcd9-4b6b-a0a0-d9224baf9267,Carla Lopez,2024-08-01T02:13:35.814Z,Amazon,"",99b69eb4-ab85-4b60-8ccf-099171e4adc8,e6161a94-9d94-46dd-be90-78ca641dcae6,Y,Wallet,909.87,Sports,d1af0c6f-e3e5-4d6a-ac6e-6a72e1abfd14,admit,6
Warnerfurt,Canada,a82329d2-9c33-4d9d-a38e-587bb8a056ac,Mr. Zachary Baker,2023-11-11T15:04:57.259Z,Flipkart,Card Expired,ea162c7c-f15a-4921-b10c-863b82588e78,5b592851-eb1b-4e34-9ea4-f93c34be3e34,N,Wallet,587.03,Automobile,da440b9a-f432-48de-ad94-d7fc67d03f3d,because,1
Jacksonburgh,USA,a8280b19-b611-4553-b912-3dfd2f13e13f,Michelle Gonzalez,2024-01-01T14:58:12.022Z,AliExpress,"",e6dbd5a0-71b4-4d26-bfcf-730d321b8701,ff595339-47ec-4e48-b778-2fbeacfee0d8,Y,Card,288.41,Sports,46cefd77-4860-4be1-a498-b56b25176b4e,positive,9
Port Brenda,USA,57bb16dd-28b0-4b7f-9459-f3ef7d63c7e1,Christine Walker,2024-05-27T00:10:43.690Z,BestBuy,Insufficient Funds,e88ef2b3-83be-4023-9221-d9f6d6a75b59,90e7038d-e0a9-474d-a965-dc7929bed62b,N,Internet Banking,851.58,Electronics,0af03de0-6d57-4e71-a372-35a504951471,sort,7
Ericksonhaven,India,9b42d3cb-515f-4094-94c9-8e9a929b9f6f,Taylor Hubbard,2024-07-21T21:31:11.736Z,eBay,"",c93490e2-d229-4156-aa43-c18312dab91f,bfd7e277-4ef6-4723-aebc-559939db2d23,Y,UPI,436.05,Home,d0dcf296-5ec2-4939-a640-6d6ad4a469d4,bring,4
Port Christina,Australia,af31c61e-c558-47c5-821b-76e31d6ff233,Thomas Padilla,2024-08-04T23:09:49.088Z,AliExpress,Payment Gateway Timeout,cecee187-5d0c-40b2-a2e1-d24601d9018e,3521c18e-8dd5-4d5c-9ab2-b5c4920fc805,N,Internet Banking,486.15,Clothing,a9f6ff43-b815-40a3-8e53-cc1cf6cccb89,force,2
Cherrychester,Australia,01fb9242-536e-4626-924a-2f86ae72a9ce,Kristin Harris,2023-12-01T10:00:05.469Z,Flipkart,"",b59740eb-a32f-426d-b0f9-c54fc851ae67,8ce94417-c120-43fe-9fc3-cd2e863309a1,Y,UPI,634.7,Home,569bba74-022e-412a-b028-cbb986c64e2f,why,4
South Tracyfort,Germany,b8ad4d28-b417-4f3e-af27-03a2cc68636a,Andrew Sims,2024-09-27T14:46:10.331Z,BestBuy,"",45655744-44e9-4ac6-8310-7100d500ab23,d9c616a5-8173-44b9-81ef-aa14a3a6af99,Y,Card,270.84,Beauty,349c12a0-e0a2-4abf-9f6d-d59334fb1ce6,send,6
Lake Kaitlinview,Canada,d3f2952e-d065-4441-b638-9e71e6015235,Mrs. Maria Pierce MD,2023-11-12T23:02:49.791Z,Flipkart,"",6663d480-1f00-4b2a-97cd-bbd6e83ce816,399db1bf-3593-4359-80d7-3230ead394b1,Y,Internet Banking,749.6,Clothing,d133ea83-faba-4a1b-bdd8-676e69748482,inside,5
South Alexandraville,USA,c9c27a0f-2523-4288-960e-77c0fa2d04f0,Cynthia Hall,2024-01-19T23:12:38.613Z,AliExpress,"",2f11af00-f664-4942-9b7e-acc7ac72e435,0cda4603-0f9a-40a2-93b5-85fa9605a1f3,Y,Wallet,376.54,Home,aba64b41-0baa-451c-a07c-ca7acf76c5e6,not,1
North Heather,Canada,866f7158-c811-485c-9797-cc77a7207ab9,Timothy Davis,2024-02-22T15:09:37.626Z,BestBuy,"",f7d0c9de-84c2-4f30-ac80-af841959f2f6,a9d66840-2e25-4e65-8148-51ed2ee7e63c,Y,UPI,162.08,Home,c5aab6e8-4f49-4da7-8801-d4e0ef899e8d,memory,2
Royland,UK,49dd9464-36fc-4bdb-b1bc-9d9a123f7635,Robert Gregory,2024-04-15T09:47:51.708Z,Amazon,"",57a00b1e-c136-4f13-8397-a42a3d333c91,57c045aa-5dd3-49cd-b380-29ff98ae8568,Y,Card,196.69,Electronics,46a79088-304d-4eee-9c9c-644f69a72d58,election,7
Pierceberg,Australia,6a158d65-7eec-4fd3-8e5e-22a7ea4b314c,Jessica Dickerson,2024-03-25T17:18:48.097Z,Amazon,Payment Gateway Timeout,685161cb-ba75-4716-95ad-768f2077b313,860a05a0-de65-4064-bbe8-8904991bf40c,N,UPI,369.73,Clothing,9dac5ea3-67e3-41fb-932a-87d2adc07958,star,2
South Sethmouth,Australia,b3b34ee9-16a5-4cd6-a08a-297e618c644b,Michael Duncan PhD,2024-09-15T02:50:23.177Z,AliExpress,Insufficient Funds,19d41350-de4b-4697-8680-cda6edd4e73f,d993928a-4e8c-425c-804b-60afd76dbf5f,N,Card,176.87,Clothing,88693fd8-340b-4d64-ac15-834d2dcf1c81,certainly,7
Nicholsburgh,Canada,f55c6d4d-3a40-4007-be88-c35bb2d8c553,Martin Perry,2024-07-07T14:14:08.393Z,eBay,Insufficient Funds,1c280102-575e-4001-b4b7-cb419aa93fc9,af04a503-0335-433c-8311-912cf38a4f00,N,Wallet,764.57,Electronics,61135252-2e11-4dbb-a01e-898d4d15e6de,least,6
Port Vanessaport,UK,739ce9db-8d8e-49ad-8945-ea01b7b356f9,Bruce Ruiz,2024-06-19T16:06:01.147Z,AliExpress,Card Expired,9ca65497-4fd8-4c0c-a738-48f95a3fbdc5,60527a8a-77b8-4b7d-82b9-a2a238615790,N,Internet Banking,335.01,Electronics,03bf968b-f9b4-419f-8d46-61bdfd4a797e,myself,8
Rachelmouth,Canada,7232c8c4-a9ee-4850-a2d2-cff2323de9b1,Brandon Thomas,2023-11-16T19:58:41.162Z,Amazon,"",aafa8655-0454-41b8-8fbc-bf1cdd07c6bf,24fca01c-212f-414f-9242-60f9118ba63a,Y,Card,830.68,Automobile,4fdf7614-2845-4f31-888a-73186ff30c12,mean,7
Lake Richardchester,USA,21190adf-43fb-4cbc-b115-2a868e1caa8c,Donna Tucker,2024-10-04T23:35:43.330Z,Flipkart,"",0f55edc9-73d0-4955-bd18-da6176f1912a,982e86a1-6af0-4460-bba2-e026810e3688,Y,Internet Banking,563.27,Beauty,db202b9d-6aa4-45e8-9c57-fa8702026b06,he,6
East Marvinmouth,India,71647346-f48f-4b1d-9957-206210811dad,Eric Shields,2024-01-06T03:00:43.755Z,Amazon,"",02eec6a2-2523-40f1-828c-080add11dc2a,8c51ab30-0dda-4a3b-8990-a630eadde374,Y,Internet Banking,19.29,Beauty,3065357a-c0cc-4f46-accf-cf395895b87d,fear,10
Lake Jessica,Australia,771bc73f-b203-4356-96fe-218c30a1d669,Heather Smith,2024-09-25T22:51:25.418Z,BestBuy,"",182460a8-d3c5-4faa-b1bd-249e1fcf8e10,0cc02412-c90a-4329-b99f-ecd34d091b17,Y,Card,216.61,Automobile,c4d89c3e-40a0-4f9d-914b-b9307da1a004,tax,10
Suttonshire,Canada,c7c8297d-10f6-4e38-9f45-b0293631ae7d,Christopher Gomez,2024-07-05T01:22:26.632Z,Flipkart,"",bad96199-889a-4b1a-a97a-a45d25b45afa,bc03bda0-1b67-4009-a572-af26896a46fd,Y,Internet Banking,517.63,Automobile,6d3c9830-efd1-4b19-8cc1-9e653c93d21e,current,6
Carterbury,USA,b23a7c05-c61f-4b27-a262-e8396741a007,Barbara Woodward,2024-05-11T08:43:08.258Z,BestBuy,"",a1f217cf-c545-4119-982a-14720cf60d84,f06a48e4-0d19-4a06-9447-f74a78642500,N,UPI,953.29,Sports,5d3ecc75-7503-4492-b6d7-3721ff893f4a,rock,10
Martinberg,USA,d30af442-7902-49e0-81ea-428be5d19c7e,Robin Mooney,2024-09-07T17:00:48.828Z,Flipkart,"",76a733d7-863f-4645-945f-136468d19700,48784055-ee87-47f5-9300-f1ae291b2faf,Y,UPI,925.82,Home,8bdd7c38-9e37-4de7-b38d-25ad3fa2e268,ever,8
Christopherhaven,India,95a1b8a9-ee0d-4c17-815c-9dd136c68a9b,Lori Norton,2024-09-07T01:39:34.547Z,eBay,"",6103e5a9-1ab2-4dbd-8929-3be612e17796,7ceb74ee-e517-4fca-b27c-983206cdbf7d,Y,Wallet,427.13,Beauty,18b6b552-5c94-4b04-9fb0-23f475ff1d72,however,2
East Ericmouth,Germany,1dfca3c0-6805-4b78-a3b2-365668c778b1,Sarah Wood,2024-09-21T06:55:37.460Z,Amazon,"",5c33ffc0-1829-412c-a66e-312a3739fad5,bc08fb4d-eae6-4719-9ae3-1f0920ebfcfa,Y,UPI,149.24,Electronics,5d83cb16-1897-4054-94a7-71bfe4851e3f,back,1
North Lindsey,Canada,e77525d5-568d-41bc-a8ef-a79d137ef400,Elizabeth Summers,2024-02-13T10:49:13.556Z,AliExpress,Payment Gateway Timeout,c5044806-a5a5-457f-a017-0a13d8cb3e48,c1e05cb4-d342-47c7-bb37-d427c74ddff7,N,Wallet,860.17,Electronics,b0344eec-03dc-47e8-9f8c-8b25b95559f2,answer,9
Port Misty,India,8fc97db9-d13c-4416-ab9d-662efc85471f,Jason Miller,2024-06-01T00:51:19.859Z,AliExpress,Insufficient Funds,c8e807e9-6783-4907-92dc-2c00b7d2486a,de92caee-00aa-4756-a067-135f765c0f95,N,UPI,391.23,Home,9aaf2852-805e-4eea-95a5-5248572d0f40,want,1
New Sandra,Australia,24006b63-54b9-49af-9a35-19cf3810a6d6,Adrienne Hernandez,2024-05-04T23:52:42.595Z,eBay,"",691fcd45-88f9-4a50-a011-dd090696b6fb,c5ef754e-16c7-4208-9ea3-6a06d14ba895,Y,Wallet,713.48,Home,8e3f5ed4-00f3-44dd-beec-030e7e3964b8,interview,6
Port Anthonyborough,India,2a5f8884-0fc3-4e32-b726-9584aac75003,Joshua Burke,2024-02-17T21:26:57.369Z,Amazon,Insufficient Funds,3aa72867-60c1-4934-ba4f-eecbeaafc86e,b6ed2d12-6ebb-4c37-960e-22827d8d7952,N,Card,687.71,Beauty,41295f55-2057-4c65-8a73-5a4e76630913,nice,7
West Leahborough,Germany,01620d6a-bd20-41f9-921c-33b0c50f7b52,Ashley Yates,2024-03-03T19:11:36.606Z,Flipkart,"",d90770f4-4d19-4085-a191-d1f5270582b2,2f5edcbb-1ce7-49b0-bc57-ff0af25e4d94,Y,Internet Banking,168.12,Clothing,bac426af-7215-49b8-8bf5-1dcbf35c6b2a,mean,1
New Jessicastad,India,d968aaf4-74c4-4b55-b033-df33966fb76e,Nathaniel Hawkins,2024-10-11T17:14:04.922Z,BestBuy,"",cc5fd7f1-b1be-4e46-9164-a6f9fb6d5514,1a437d50-1a29-43f4-b077-b3b6c975f8b4,Y,Card,411.97,Beauty,3073bb0b-aa9b-4a40-8d86-c867bebc6fc8,for,1
Jefferyview,UK,85c79885-13af-45fc-bda9-c13073281fd2,Catherine Mcguire,2023-11-20T16:09:25.643Z,BestBuy,Insufficient Funds,f2413842-f046-4056-8bd8-1fc5003ac33e,3c870bac-d20f-4d48-88b3-2a729cb87de6,N,UPI,585.48,Beauty,cb8a04c1-01a2-4563-8ddd-a09f02d05c8d,open,9
Lake Natasha,USA,f85e01ba-10cc-444b-985f-af78e7b6639f,Jessica Watson,2024-06-07T02:27:28.155Z,eBay,"",9ff40fac-0a90-4a7c-b8cc-93c0bda570b9,0dac1f2f-8c11-4e8a-ae2c-ccba69f45ba5,N,Wallet,202.79,Automobile,dffad6a9-8f35-4706-8cca-0b79541f19c9,music,10
Lorifort,Germany,7598a119-f0cd-4883-af41-4b47488e8f47,Jeremy Rivas,2024-03-12T23:05:45.236Z,AliExpress,"",b7109a10-6c6f-4bb4-9179-c5434131b274,a4639d95-c391-472c-be49-a8210790bc2c,Y,Card,187.22,Electronics,2f49d6a8-7b32-4f9f-b3fb-ee54537fb34f,new,7
Stephensonburgh,Australia,c5613395-d001-4bf6-834a-1ce49fca4e1c,Logan Jones,2024-04-06T22:16:27.495Z,Flipkart,"",c71e58b5-c7eb-4d51-8416-df4509953d97,d7960520-6d3e-4f8c-ab6a-30eb659aa153,N,Card,633.59,Home,b893cbbd-b531-462c-ac3b-1fd4a3aefede,player,5
New Kellyland,India,1fb8aa60-d73c-45e8-8197-412cb9d74a9a,Richard Hinton,2024-09-19T10:00:05.184Z,AliExpress,Insufficient Funds,27b6c861-323d-413b-b35f-136a77a43fe0,d01be2fa-f930-4ee8-8eb0-82f15b70ca25,N,Internet Banking,938.86,Home,2c16d2ff-4fcb-40c0-a4d3-885e79c123c4,nearly,6
Walkermouth,Germany,89d82af0-03b1-4958-9b21-cca693fdd610,Donald Smith,2024-03-01T14:46:09.503Z,eBay,Authentication Failed,167fdd8e-ecab-49e8-ad70-709ef53a01e3,ff3fcddd-1dbd-4f18-a6a0-681138f76d14,N,Internet Banking,452.24,Clothing,f6078c50-012a-4921-8c9f-4b1c031193ff,majority,4
Westport,Canada,b4ca2f23-0d11-459e-82b1-f43aaeba1c96,Alyssa Parker,2024-04-08T15:31:42.795Z,Flipkart,Insufficient Funds,4714075e-0f0b-41ec-98e5-7bfcd8b809fc,7a429815-794b-4366-ba2e-f6523a1337ef,N,UPI,56.24,Sports,0f3146af-cf62-4bbe-a9c7-7be4f6c66bd5,subject,6
New Valerieton,USA,995bc186-ebe5-4ebd-8858-60b480fc5f6d,Amber Beard,2024-01-31T21:22:21.365Z,Amazon,"",e3199273-b911-49ec-b44b-6805490efce2,f3de07e2-ec0d-4875-88ea-c4272bf135b7,Y,Wallet,709.98,Automobile,1c69740f-687b-44bc-be09-e7f4ad506f62,news,2
Andrewville,UK,987942d5-fcd2-419c-a6c0-61a3d14b8292,Sandra Norton,2023-11-25T15:52:57.786Z,AliExpress,"",df8b1d1a-c265-4789-ac58-623f92e0bf69,8118c1b9-34b2-4d0c-b2db-dbfc721a1d3b,Y,UPI,649.06,Home,790257d3-b56a-4480-a6d2-f0e656b68aa9,create,10
Jamesville,UK,ed9a63ab-86e0-4dd8-8fab-e7046f7886d5,Robert Wagner,2023-12-14T11:21:15.827Z,eBay,Card Expired,0a11543e-d82a-4d14-b8df-b66392b64cc3,381b19df-9cbc-46e7-81f6-3ef766c63a43,N,UPI,163.49,Home,f858fcca-22ed-4b5f-b9e8-595ff9195876,off,7
East Thomasfurt,Australia,95765bbe-8556-45ff-89ad-d2ced70d4171,Brian Blackwell,2023-11-29T17:34:32.326Z,Amazon,Authentication Failed,d2fe0bb7-e616-470b-9c44-d662e72a377d,4cbb48ab-78c7-4551-b835-cb244e22bed6,N,UPI,411.21,Automobile,0e48413f-666d-4852-a284-dad40c2d3dfb,key,1
Gibbsburgh,India,ebb3483e-8c71-46ac-8f8b-3a0b4be95e1f,Diana Scott,2023-12-22T04:27:09.167Z,eBay,Payment Gateway Timeout,bf2b22bb-6889-47d5-b5bd-b23fe9b87ef5,684492f0-fe32-4ade-8df0-25b458bda5f6,N,Internet Banking,62.66,Beauty,9b00b941-3de8-4674-95f0-3ef08f650c9c,boy,9
New Jamieburgh,Canada,e034daad-759f-4056-a269-c7ff4efdf2c1,Shelly Ryan,2024-05-24T22:27:15.262Z,BestBuy,Payment Gateway Timeout,639c0558-0767-4fcc-a6b7-394e510d65f5,690f3517-50f3-4770-8efb-62a8a6f68fe3,N,Card,85.32,Home,997cc858-66b4-4901-af50-637f6a043d82,authority,9
New Meghanview,UK,cafdb915-6b6e-49ea-af48-d4521bba80d6,Danny Zimmerman,2024-10-10T01:01:42.690Z,eBay,"",e8cf58f8-36e1-4ee1-9a18-2581e2c7867a,05cb5413-31bc-45b3-a750-b11d5818c05d,Y,Internet Banking,704.72,Sports,342c7aa0-7b0b-41e4-ab38-2f89600b0386,as,6
North Joshua,USA,8fe03671-83dc-4680-9745-972323f39544,Cameron Stephens,2023-12-22T03:15:08.049Z,eBay,Card Expired,e5ead574-1302-4b58-9c66-c24074094937,db0e959e-8365-4e1b-b06c-f6a1b1c3f22b,N,Wallet,948.76,Home,49047859-8f49-46d5-ab83-c2776ce8f79c,realize,7
Castillochester,Germany,a5bdc40b-cc24-43e9-a989-2a40533e27a4,Allison Farley,2023-12-10T05:29:14.636Z,BestBuy,"",f10d3c61-5538-4a82-8d13-55687c0dc86c,18ec96cc-9bf6-4b46-ad38-3941128a9d9a,Y,Card,341.96,Automobile,130a4e13-ac6e-409f-a07a-e472099ed9ba,third,8
Wayneborough,Australia,736db667-9ab8-40f0-830a-aa8d218fd0ae,Randy Brown MD,2024-01-24T07:06:08.681Z,BestBuy,Payment Gateway Timeout,6b2c5e04-7a45-4772-b6bd-91cb89819285,98ccd1a4-8161-44bd-92f2-561b5400a90d,N,Wallet,75.98,Electronics,832f9754-114e-49cc-a0b7-0ed201dad1d6,trouble,5
Lake Charlotte,Australia,0494ad8b-74ec-4721-95fb-612268a1fab8,Samuel Rogers,2024-02-15T10:19:07.012Z,Amazon,"",3f06dd1c-8453-444a-ad5d-be11cc943ad5,3d4e9202-2654-435e-a30a-ea13584182f3,Y,Wallet,531.54,Sports,99156a31-9330-45e3-88a3-9e038835362d,star,7
Jefferyshire,Canada,7077ec8a-8ece-499b-950b-4e7158c6724e,Nina Medina,2024-05-04T10:07:43.709Z,AliExpress,"",85bb4fe6-194d-43cc-9ffc-a464b69ba04b,c4fd7b4e-94eb-49d5-be05-c072005c288b,Y,Card,467.27,Automobile,ab3807ac-d08a-4140-85f3-370e5566258e,deal,4
Christophermouth,USA,6490ab8e-d80e-46a1-ad60-65f085205261,Nathan Jones,2024-06-12T21:19:55.196Z,Flipkart,"",cfcf97f2-49fd-4aea-b2c6-0d029b3d65c2,c7282506-6875-4262-b7d0-8c9eeca1829e,Y,Wallet,230.1,Sports,cd1f02cc-2e53-4a9a-ae91-a9bfaac103c7,agree,8
South Lisa,Germany,ae28752e-0751-4344-8951-bf58e261c683,Isaiah Woods,2024-01-06T19:53:28.678Z,eBay,"",6612d7c6-26b2-43d0-9da6-5d14646ca772,e20e21fc-c426-4055-9dc5-e777ed1d1291,Y,Internet Banking,472.67,Clothing,8f392466-f7ae-4dd4-b62c-0bf32a5c81cc,much,8
West Stacey,India,f3628e34-2451-4573-964a-c3787c62448b,Sophia Molina,2024-05-12T05:41:31.321Z,eBay,"",b9dcb28c-add2-4b8d-9d3b-71b63b43b457,1f742646-f9e7-4431-b64f-ef2d311af0df,Y,UPI,333.98,Home,7b25eed3-b9f4-4bba-833a-70dc67e7cc0d,discuss,8
Matthewstad,Australia,d87f3558-9169-4f77-ac98-c6188ff173d1,Rachel Cervantes,2024-01-21T03:34:59.643Z,Flipkart,"",70cd7c20-4026-42ff-b2cb-6278010c3243,bd12bc1b-4a90-4a61-afe7-c6e5bb6e7fbe,Y,UPI,475.7,Beauty,42f8f273-bebb-47fd-a7d4-2eeacfbe5032,enter,5
Robertview,USA,3f304d49-469a-491f-8c6c-11134ddfde80,Cynthia Johnson,2023-12-14T22:47:14.308Z,eBay,"",7e718a13-67b0-4124-a30e-0d510f7258bb,df6a2561-4fec-415e-bac0-8f8d6cc84066,N,Internet Banking,877.8,Clothing,d2cff2ec-e5a2-4e60-8e5c-414fe192eed9,room,10
Port Jennifer,India,36268fc6-ebd5-4896-8e97-fedd3462ffe7,Tracie Horne,2024-08-15T03:32:58.052Z,AliExpress,Payment Gateway Timeout,dd0822fe-6b54-42d9-91c1-1fc2cd543b33,43d0cc9c-aa1a-4d74-8b9e-f4a90a4cc697,N,Wallet,672.91,Automobile,2424f2a6-40c9-4443-9cd2-b53544d4d45f,data,2
Ericside,USA,985ac0ee-5716-4916-b9c4-447186a51cba,David Donovan,2024-08-21T17:55:28.625Z,eBay,Insufficient Funds,7136a2c7-5bb2-497c-977b-194aa43dc1ce,8a06cb0b-a152-4748-b68a-6fa2267d4ee9,N,Wallet,42.25,Beauty,ad4676a2-8f93-4e83-9fb9-4b65cf28a0ff,court,4
Reneeside,Canada,13928a80-d5cb-4b70-b773-6a62757e0f5e,Anna Gordon,2024-09-21T03:48:04.639Z,BestBuy,Insufficient Funds,0fb1a5b0-2010-4d22-81e9-c43e320ccdf2,9776b971-8985-444b-a9b0-613b3f733a9b,N,Wallet,877.52,Clothing,929a7f15-6e04-4654-91cc-7236b5a66dbc,above,10
Bookerland,Australia,cd15a186-28a3-4df0-a2f4-668a6c8ca310,Rachel Price,2024-09-27T20:41:55.806Z,AliExpress,Payment Gateway Timeout,3959b56a-963f-49f5-9f9e-07a4a435f1c7,6d81f3be-38af-4e92-9055-20efe00c8aa1,N,Internet Banking,368.95,Home,ae25d2cb-e58f-44f6-b020-bc0adb643bc4,without,3
Rivasberg,Canada,036ed2ac-f9e1-4fc7-abb6-97b9549386dc,Adrian Nielsen,2023-11-30T14:52:00.958Z,eBay,Insufficient Funds,bcc74703-ccdd-4656-800a-42e6a7f5e564,fe4ceeea-9cdb-4f86-81dc-5faf4df5182b,N,UPI,654.94,Automobile,95556189-29ad-4dad-b8e0-1f2ca51759df,chance,3
Lake Stephen,India,d6cbe414-a979-4fbf-9a5d-30759d5ce0ec,Timothy Collins,2024-04-20T06:46:17.340Z,BestBuy,"",b712b7e8-47d5-4f13-a5b7-aa3cacddfeb8,b9f78b86-c5dd-492a-a168-889bc100141d,Y,UPI,597.46,Automobile,de9cf4ab-63b9-439b-8b10-ba8678870002,old,9
New John,USA,3e70b99e-a4a9-484f-a18b-86d57946f499,Anthony Thomas,2024-10-05T10:40:40.861Z,BestBuy,"",d2a40668-8a42-465c-9287-cd074308ee02,db04ed6f-f6c0-4bf9-b2dc-bf0400f1fe90,Y,Wallet,854.56,Electronics,45da06d8-4386-4b40-a2e1-5f6aafbf857f,issue,2
North Timothy,USA,4ca71e9c-f30e-4b31-b822-e3dca7f122ed,Brenda Park,2024-06-27T14:22:18.058Z,AliExpress,"",7dfa1213-29c9-40d0-98c0-51c71c2851e1,97d24414-f690-4d3c-b598-ec61ae404af9,Y,Internet Banking,317.83,Clothing,0dec35fc-7479-4946-ad06-5a4291466fe7,black,7
Port James,India,903a6fcc-8a7b-42f9-818c-d7037e4ac39d,Mr. Robert Webb,2024-04-20T02:01:51.280Z,eBay,"",eab2680f-f89b-4917-855d-738c1a07e2fb,64f2d472-88af-434f-be0c-a36a9d20f4d1,Y,Internet Banking,875.99,Sports,2340ef01-a3c3-4511-950b-4dcfb05ab192,event,9
Deborahport,India,17f34545-581d-43e4-9b22-0c5196480995,Samuel Yang,2024-08-31T19:02:14.938Z,Flipkart,"",11ac46b1-0488-443a-b8f9-ddaa0ac5f3b3,69d6af04-205f-4c0f-9b1d-b9ff9635044d,Y,Internet Banking,601.99,Beauty,cc6308c5-2723-47cc-b6d2-697e09c80dd0,check,5
Michaelchester,India,70ab96f3-ff1b-419a-b254-b351d6120af7,Ray Smith,2024-03-03T10:07:50.405Z,Amazon,"",368cb240-d437-42f4-b865-ab035117c72b,e02078fc-d60e-4b3a-8a32-28def8b3349a,N,UPI,609.37,Beauty,288aa31e-8b88-415e-a666-8e70175208da,soldier,7
West Brian,UK,aea5586d-97a9-46ef-b934-f4116385d102,Lindsey Cervantes,2024-04-22T07:01:23.370Z,Flipkart,"",6554448f-9a52-4543-bb45-1bf04f03771c,372609bd-d561-4fdd-abb5-5e41ca04899f,Y,Internet Banking,88.26,Automobile,91c4b6d5-5f5a-4e5f-b0be-501b88e9cb39,well,2
